,degree, numerator, denominator exponent
621,621, -107851395648087052766454627369081410255603128856238597860006592588455941239353263176215226598838722444356111151986350409833790406617893460769648427367209905789218566073150083271504104729401069198479927188819259623659460358215682660162163972592393799913782962727042065441746489202185861760105969803581169697873140683483108039703403747531027303878058971086352024319781653,1235
622,622, -651653593467306967124062408010519339486685432089890935548780240916127557810294931425837220659957688731287632984341967187,409
623,623, 1184540504752202811124402037938753287739909827432365525231635729164097403455288824129256979374900285952851026027881639021073176228306977840402004477799159829937681535799285305338749170092690311518009699554922537119002462328764280526948047455351277814024186629386019579087511702521525039318174319795242221990659720783417548862932771948523660705538804430209151302764610065,1238
624,624,352218435,40
625,625, 15182625793212509083289064184302040197922929413561288110442216386648667521978798993053307977195970175377615211065222165500646110858236142097549302902516172369123170994632248974439659787129527571284184303354773285798407342075523371913895471274972747218175720934981165790282873115681559349457089898883697856320363918455020613241404684418008556783696900191177427784972959317,1244
626,626, 15201733606792683194379033930844960501466848643728066217136935345161200843530724572519823261703930373960184537776324726721,414
627,627, 1026813677767812757432163761464872750575155600257549269912690629730508586700172489624540699879517379039332580329978222517255395037979660587525586864765139792036295639894686514332658221546178832464918417397872471160050379211081151467099650457024905265779727513239532203002728478286087766546892374188148602252288268944322999969232620810613387292807422036880439657263807700429,1247
628,628, 16454443829081162093577391388061660898739525865205,176
629,629, 5854264545683657795040724027696059815997980703187698550370724414339202110359232588658107805151572320595537500594746860190336899005665386540359363746290882648643923336541258899447701277244006991545161093869048641271801461303058151338143767257091652813095205278949051841786523126290688739568949094658924373157732426738148760292231013148476346344223101226224081144734120528175,1251
630,630, 4606135566087154931389762447263377547836595314196200026595676831330006986337897064841194281963881876525134281507706918441,412
631,631, 292204378460106811181098135348372180599310655606478119456863604222883035660415716595210959172844440314632920178029137343942753861831445035785364963206110845675073837793567778988535513165575603158352220571302392192698874532622383188377444124506939605297544682196787011049704904942867265527530749291922876506468156528154424385746583206004668585269449412211145052167264680502617,1254
632,632, 8064236968388115701133,83
