m;exp_den_a_m
57747;115485
57749;115489
57751;115492
57753;115497
57755;115500
57757;115504
57759;115507
57761;115514
57763;115517
57765;115521
57767;115524
57769;115529
57771;115532
57773;115536
57775;115539
57777;115545
57779;115548
57781;115552
57783;115555
57785;115560
57787;115563
57789;115567
57791;115570
57793;115578
57795;115581
57797;115585
57799;115588
57801;115593
57803;115596
57805;115600
57807;115603
57809;115609
57811;115612
57813;115616
57815;115619
57817;115624
57819;115627
57821;115631
57823;115634
57825;115641
57827;115644
57829;115648
57831;115651
57833;115656
57835;115659
57837;115663
57839;115666
57841;115672
57843;115675
57845;115679
57847;115682
57849;115687
57851;115690
57853;115694
57855;115697
57857;115708
57859;115711
57861;115715
57863;115718
57865;115723
57867;115726
57869;115730
57871;115733
57873;115739
57875;115742
57877;115746
57879;115749
57881;115754
57883;115757
57885;115761
57887;115764
57889;115771
57891;115774
57893;115778
57895;115781
57897;115786
57899;115789
57901;115793
57903;115796
57905;115802
57907;115805
57909;115809
57911;115812
57913;115817
57915;115820
57917;115824
57919;115827
57921;115835
57923;115838
57925;115842
57927;115845
57929;115850
57931;115853
57933;115857
57935;115860
57937;115866
57939;115869
57941;115873
57943;115876
57945;115881
57947;115884
57949;115888
57951;115891
57953;115898
57955;115901
57957;115905
57959;115908
57961;115913
57963;115916
57965;115920
57967;115923
57969;115929
57971;115932
57973;115936
57975;115939
57977;115944
57979;115947
57981;115951
57983;115954
57985;115963
57987;115966
57989;115970
57991;115973
57993;115978
57995;115981
57997;115985
57999;115988
58001;115994
58003;115997
58005;116001
58007;116004
58009;116009
58011;116012
58013;116016
58015;116019
58017;116026
58019;116029
58021;116033
58023;116036
58025;116041
58027;116044
58029;116048
58031;116051
58033;116057
58035;116060
58037;116064
58039;116067
58041;116072
58043;116075
58045;116079
58047;116082
58049;116090
58051;116093
58053;116097
58055;116100
58057;116105
58059;116108
58061;116112
58063;116115
58065;116121
58067;116124
58069;116128
58071;116131
58073;116136
58075;116139
58077;116143
58079;116146
58081;116153
58083;116156
58085;116160
58087;116163
58089;116168
58091;116171
58093;116175
58095;116178
58097;116184
58099;116187
58101;116191
58103;116194
58105;116199
58107;116202
58109;116206
58111;116209
58113;116219
58115;116222
58117;116226
58119;116229
58121;116234
58123;116237
58125;116241
58127;116244
58129;116250
58131;116253
58133;116257
58135;116260
58137;116265
58139;116268
58141;116272
58143;116275
58145;116282
58147;116285
58149;116289
58151;116292
58153;116297
58155;116300
58157;116304
58159;116307
58161;116313
58163;116316
58165;116320
58167;116323
58169;116328
58171;116331
58173;116335
58175;116338
58177;116346
58179;116349
58181;116353
58183;116356
58185;116361
58187;116364
58189;116368
58191;116371
58193;116377
58195;116380
58197;116384
58199;116387
58201;116392
58203;116395
58205;116399
58207;116402
58209;116409
58211;116412
58213;116416
58215;116419
58217;116424
58219;116427
58221;116431
58223;116434
58225;116440
58227;116443
58229;116447
58231;116450
58233;116455
58235;116458
58237;116462
58239;116465
58241;116474
58243;116477
58245;116481
58247;116484
58249;116489
58251;116492
58253;116496
58255;116499
58257;116505
58259;116508
58261;116512
58263;116515
58265;116520
58267;116523
58269;116527
58271;116530
58273;116537
58275;116540
58277;116544
58279;116547
58281;116552
58283;116555
58285;116559
58287;116562
58289;116568
58291;116571
58293;116575
58295;116578
58297;116583
58299;116586
58301;116590
58303;116593
58305;116601
58307;116604
58309;116608
58311;116611
58313;116616
58315;116619
58317;116623
58319;116626
58321;116632
58323;116635
58325;116639
58327;116642
58329;116647
58331;116650
58333;116654
58335;116657
58337;116664
58339;116667
58341;116671
58343;116674
58345;116679
58347;116682
58349;116686
58351;116689
58353;116695
58355;116698
58357;116702
58359;116705
58361;116710
58363;116713
58365;116717
58367;116720
58369;116732
58371;116735
58373;116739
58375;116742
58377;116747
58379;116750
58381;116754
58383;116757
58385;116763
58387;116766
58389;116770
58391;116773
58393;116778
58395;116781
58397;116785
58399;116788
58401;116795
58403;116798
58405;116802
58407;116805
58409;116810
58411;116813
58413;116817
58415;116820
58417;116826
58419;116829
58421;116833
58423;116836
58425;116841
58427;116844
58429;116848
58431;116851
58433;116859
58435;116862
58437;116866
58439;116869
58441;116874
58443;116877
58445;116881
58447;116884
58449;116890
58451;116893
58453;116897
58455;116900
58457;116905
58459;116908
58461;116912
58463;116915
58465;116922
58467;116925
58469;116929
58471;116932
58473;116937
58475;116940
58477;116944
58479;116947
58481;116953
58483;116956
58485;116960
58487;116963
58489;116968
58491;116971
58493;116975
58495;116978
58497;116987
58499;116990
58501;116994
58503;116997
58505;117002
58507;117005
58509;117009
58511;117012
58513;117018
58515;117021
58517;117025
58519;117028
58521;117033
58523;117036
58525;117040
58527;117043
58529;117050
58531;117053
58533;117057
58535;117060
58537;117065
58539;117068
58541;117072
58543;117075
58545;117081
58547;117084
58549;117088
58551;117091
58553;117096
58555;117099
58557;117103
58559;117106
58561;117114
58563;117117
58565;117121
58567;117124
58569;117129
58571;117132
58573;117136
58575;117139
58577;117145
58579;117148
58581;117152
58583;117155
58585;117160
58587;117163
58589;117167
58591;117170
58593;117177
58595;117180
58597;117184
58599;117187
58601;117192
58603;117195
58605;117199
58607;117202
58609;117208
58611;117211
58613;117215
58615;117218
58617;117223
58619;117226
58621;117230
58623;117233
58625;117243
58627;117246
58629;117250
58631;117253
58633;117258
58635;117261
58637;117265
58639;117268
58641;117274
58643;117277
58645;117281
58647;117284
58649;117289
58651;117292
58653;117296
58655;117299
58657;117306
58659;117309
58661;117313
58663;117316
58665;117321
58667;117324
58669;117328
58671;117331
58673;117337
58675;117340
58677;117344
58679;117347
58681;117352
58683;117355
58685;117359
58687;117362
58689;117370
58691;117373
58693;117377
58695;117380
58697;117385
58699;117388
58701;117392
58703;117395
58705;117401
58707;117404
58709;117408
58711;117411
58713;117416
58715;117419
58717;117423
58719;117426
58721;117433
58723;117436
58725;117440
58727;117443
58729;117448
58731;117451
58733;117455
58735;117458
58737;117464
58739;117467
58741;117471
58743;117474
58745;117479
58747;117482
58749;117486
58751;117489
58753;117498
58755;117501
58757;117505
58759;117508
58761;117513
58763;117516
58765;117520
58767;117523
58769;117529
58771;117532
58773;117536
58775;117539
58777;117544
58779;117547
58781;117551
58783;117554
58785;117561
58787;117564
58789;117568
58791;117571
58793;117576
58795;117579
58797;117583
58799;117586
58801;117592
58803;117595
58805;117599
58807;117602
58809;117607
58811;117610
58813;117614
58815;117617
58817;117625
58819;117628
58821;117632
58823;117635
58825;117640
58827;117643
58829;117647
58831;117650
58833;117656
58835;117659
58837;117663
58839;117666
58841;117671
58843;117674
58845;117678
58847;117681
58849;117688
58851;117691
58853;117695
58855;117698
58857;117703
58859;117706
58861;117710
58863;117713
58865;117719
58867;117722
58869;117726
58871;117729
58873;117734
58875;117737
58877;117741
58879;117744
58881;117755
58883;117758
58885;117762
58887;117765
58889;117770
58891;117773
58893;117777
58895;117780
58897;117786
58899;117789
58901;117793
58903;117796
58905;117801
58907;117804
58909;117808
58911;117811
58913;117818
58915;117821
58917;117825
58919;117828
58921;117833
58923;117836
58925;117840
58927;117843
58929;117849
58931;117852
58933;117856
58935;117859
58937;117864
58939;117867
58941;117871
58943;117874
58945;117882
58947;117885
58949;117889
58951;117892
58953;117897
58955;117900
58957;117904
58959;117907
58961;117913
58963;117916
58965;117920
58967;117923
58969;117928
58971;117931
58973;117935
58975;117938
58977;117945
58979;117948
58981;117952
58983;117955
58985;117960
58987;117963
58989;117967
58991;117970
58993;117976
58995;117979
58997;117983
58999;117986
59001;117991
59003;117994
59005;117998
59007;118001
59009;118010
59011;118013
59013;118017
59015;118020
59017;118025
59019;118028
59021;118032
59023;118035
59025;118041
59027;118044
59029;118048
59031;118051
59033;118056
59035;118059
59037;118063
59039;118066
59041;118073
59043;118076
59045;118080
59047;118083
59049;118088
59051;118091
59053;118095
59055;118098
59057;118104
59059;118107
59061;118111
59063;118114
59065;118119
59067;118122
59069;118126
59071;118129
59073;118137
59075;118140
59077;118144
59079;118147
59081;118152
59083;118155
59085;118159
59087;118162
59089;118168
59091;118171
59093;118175
59095;118178
59097;118183
59099;118186
59101;118190
59103;118193
59105;118200
59107;118203
59109;118207
59111;118210
59113;118215
59115;118218
59117;118222
59119;118225
59121;118231
59123;118234
59125;118238
59127;118241
59129;118246
59131;118249
59133;118253
59135;118256
59137;118266
59139;118269
59141;118273
59143;118276
59145;118281
59147;118284
59149;118288
59151;118291
59153;118297
59155;118300
59157;118304
59159;118307
59161;118312
59163;118315
59165;118319
59167;118322
59169;118329
59171;118332
59173;118336
59175;118339
59177;118344
59179;118347
59181;118351
59183;118354
59185;118360
59187;118363
59189;118367
59191;118370
59193;118375
59195;118378
59197;118382
59199;118385
59201;118393
59203;118396
59205;118400
59207;118403
59209;118408
59211;118411
59213;118415
59215;118418
59217;118424
59219;118427
59221;118431
59223;118434
59225;118439
59227;118442
59229;118446
59231;118449
59233;118456
59235;118459
59237;118463
59239;118466
59241;118471
59243;118474
59245;118478
59247;118481
59249;118487
59251;118490
59253;118494
59255;118497
59257;118502
59259;118505
59261;118509
59263;118512
59265;118521
59267;118524
59269;118528
59271;118531
59273;118536
59275;118539
59277;118543
59279;118546
59281;118552
59283;118555
59285;118559
59287;118562
59289;118567
59291;118570
59293;118574
59295;118577
59297;118584
59299;118587
59301;118591
59303;118594
59305;118599
59307;118602
59309;118606
59311;118609
59313;118615
59315;118618
59317;118622
59319;118625
59321;118630
59323;118633
59325;118637
59327;118640
59329;118648
59331;118651
59333;118655
59335;118658
59337;118663
59339;118666
59341;118670
59343;118673
59345;118679
59347;118682
59349;118686
59351;118689
59353;118694
59355;118697
59357;118701
59359;118704
59361;118711
59363;118714
59365;118718
59367;118721
59369;118726
59371;118729
59373;118733
59375;118736
59377;118742
59379;118745
59381;118749
59383;118752
59385;118757
59387;118760
59389;118764
59391;118767
59393;118780
59395;118783
59397;118787
59399;118790
59401;118795
59403;118798
59405;118802
59407;118805
59409;118811
59411;118814
59413;118818
59415;118821
59417;118826
59419;118829
59421;118833
59423;118836
59425;118843
59427;118846
59429;118850
59431;118853
59433;118858
59435;118861
59437;118865
59439;118868
59441;118874
59443;118877
59445;118881
59447;118884
59449;118889
59451;118892
59453;118896
59455;118899
59457;118907
59459;118910
59461;118914
59463;118917
59465;118922
59467;118925
59469;118929
59471;118932
59473;118938
59475;118941
59477;118945
59479;118948
59481;118953
59483;118956
59485;118960
59487;118963
59489;118970
59491;118973
59493;118977
59495;118980
59497;118985
59499;118988
59501;118992
59503;118995
59505;119001
59507;119004
59509;119008
59511;119011
59513;119016
